Year Published,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,1.763083535,19,5.910813717,Middle,Homeownership Opportunity,0.461,12,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.687,19,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,32.90598566,35,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.33:1,17,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,17.6789021,43,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.234079112,34,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.002168474,42,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-1.080746103,31,2.731795117,Middle,Bank / Credit Union-To-Nonbank Ratio,1.7:1,32,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.22590927,35,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 40.81%; Black or African American (non-Hispanic or Latino) 2.44%; Hispanic or Latino 19.55%; Other/No Information 14.57%; White (non-Hispanic or Latino) 22.62%,8,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.931,18,Percentage of residents with a bank or credit union account,Affordable Products,0.473684211,28,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2036,25,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-7.2502669,44,1.768630199,Bottom,Ability To Borrow At Low Cost,0.57,27,Percentage of residents with a prime or better credit score,Housing Stability,0.334,49,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.863,45,Percentage of residents with health insurance,Rent Burden,0.574,36,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.329,38,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,56.3,36,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.193467888,38,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.316969124,20,4.576268937,Middle,Access To Groceries,199.37,17,Supermarket square footage per 100 residents,Child Care Capacity,0.46879,55,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.07,6,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),617.2333333,32,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.118019726,8,Percentage of median household income spent on transportation,Journey To Work Time,45.4,43,Average (mean) travel time to work in minutes,,,,,,,,
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-2.043753776,31,3.097412331,Middle,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.440856552,31,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.652,17,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,31692.60156,31,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.757,29,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.657,40,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.963,12,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.778831404,37,Percentage of adults with a high school degree or equivalent
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-8.294714121,30,2.879953504,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,31,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,20,,Goal 3: Access to Quality Jobs & Income Supports,,31,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,44,,Goal 5: Opportunities to Build Assets & Plan for the Future,,19,,,,,,,,,,,,,
2020,4111,Queens,Richmond Hill & Woodhaven,QN Community District 9,4111,0.219,26357,0.179,0.058,0.263,0.081,0.418,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,6.888899489,10,7.579895169,Top,Homeownership Opportunity,0.484,8,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.733,9,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,71.33947159,9,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.37:1,16,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,29.20329246,23,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.238349575,30,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.073440383,25,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-0.902581172,30,2.790191947,Middle,Bank / Credit Union-To-Nonbank Ratio,0.7:1,43,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.959536752,42,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.086956522,8,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 25.44%; Black or African American (non-Hispanic or Latino) 43.70%; Hispanic or Latino 10.25%; Other/No Information 16.56%; White (non-Hispanic or Latino) 4.06%,4,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.888,31,Percentage of residents with a bank or credit union account,Affordable Products,0.260869565,49,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1757,37,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-10.73740736,52,0.452454504,Bottom,Ability To Borrow At Low Cost,0.43,42,Percentage of residents with a prime or better credit score,Housing Stability,0.373,48,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.877,41,Percentage of residents with health insurance,Rent Burden,0.586,43,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.324,36,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,99.6,55,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.324914246,35,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-4.030105119,46,2.435208605,Bottom,Access To Groceries,149.14,38,Supermarket square footage per 100 residents,Child Care Capacity,0.61277,29,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.13,42,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),565.3808333,25,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.12050532,13,Percentage of median household income spent on transportation,Journey To Work Time,48.8,54,Average (mean) travel time to work in minutes,,,,,,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-0.319418853,27,3.490816899,Middle,Job Training And Placement Support,0.435324569,36,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.447616081,30,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.67,12,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,31145.09961,33,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.771,22,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.74,26,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.935,26,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.804251269,32,Percentage of adults with a high school degree or equivalent
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-9.100613017,31,2.819074656,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,30,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,46,,Goal 3: Access to Quality Jobs & Income Supports,,27,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,52,,Goal 5: Opportunities to Build Assets & Plan for the Future,,10,,,,,,,,,,,,,
2020,4112,Queens,"Jamaica, Hollis & St. Albans",QN Community District 12,4112,0.204,25946,0.017,0.621,0.116,0.077,0.169,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.621,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4113,Queens,Howard Beach & Ozone Park,QN Community District 10,4113,0.189,27016,0.216,0.151,0.21,0.166,0.257,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,9.766024366,7,8.516752016,Top,Homeownership Opportunity,0.65,5,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.765,5,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,69.30613615,11,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.96:1,23,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,16.99824181,45,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.333768196,9,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4113,Queens,Howard Beach & Ozone Park,QN Community District 10,4113,0.189,27016,0.216,0.151,0.21,0.166,0.257,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",0.356931258,25,3.203020295,Middle,Bank / Credit Union-To-Nonbank Ratio,3.2:1,22,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.386122723,31,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 31.81%; Black or African American (non-Hispanic or Latino) 7.20%; Hispanic or Latino 15.54%; Other/No Information 18.40%; White (non-Hispanic or Latino) 27.06%,15,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.944,11,Percentage of residents with a bank or credit union account,Affordable Products,0.526315789,22,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2244,16,Estimated percentage of residents that used mobile banking in past twelve months,,,,
